37.4971879,47.9508298,0
37.5032668,47.9486448,0
37.5023441,47.9469308,0
37.5017272,47.9459319,0
37.5010194,47.9450162,0
37.5005374,47.9451598,0
37.4974998,47.9414973,0
37.4967041,47.9406747,0
37.4940244,47.9401594,0
37.4924926,47.9383432,0
37.489585,47.9370378,0
37.4905345,47.9353357,0
37.491846,47.9346428,0
37.4926855,47.9344962,0
37.475562,47.9239344,0
37.4705141,47.9212807,0
37.4681109,47.9163051,0
37.4688833,47.9140328,0
37.4814151,47.9136594,0
37.5007693,47.907618,0
37.5086017,47.9039643,0
37.5186221,47.9029575,0
37.5180213,47.9015765,0
37.5155752,47.8937504,0
37.514415,47.8877597,0
37.5238564,47.8868963,0
37.526088,47.8868388,0
37.5259592,47.8782619,0
37.5335123,47.8802768,0
37.5322393,47.8676722,0
37.5346322,47.8570318,0
37.5338893,47.8551592,0
37.5333743,47.8545832,0
37.5339751,47.8529418,0
37.5367217,47.8511851,0
37.5347909,47.8420717,0
37.5196045,47.8385927,0
37.4944535,47.8310459,0
37.4805927,47.83047,0
37.464673,47.8285673,0
37.4452261,47.8158913,0
37.4324798,47.809379,0
37.4056291,47.7912766,0
37.4147694,47.7608499,0
37.3919882,47.7514211,0
37.3625668,47.7614095,0
37.3332575,47.7619907,0
37.3136513,47.7639741,0
37.3047299,47.7703777,0
37.3062807,47.7771278,0
37.2816529,47.7787713,0
37.2621687,47.7794991,0
37.261703,47.7771969,0
37.262781,47.775703,0
37.2631663,47.7713114,0
37.260974,47.7656932,0
37.2588669,47.7588549,0
37.2474831,47.7591336,0
37.2465586,47.7565208,0
37.2374807,47.7582634,0
37.2210841,47.7617342,0
37.1965338,47.7661161,0
37.1939468,47.759572,0
37.1809006,47.7586488,0
37.1793556,47.7526476,0
37.1563529,47.7544942,0
37.1489715,47.7516089,0
37.1403884,47.7441063,0
37.1312903,47.7434137,0
37.123909,47.7367181,0
37.0598324,47.7416942,0
37.0052186,47.7513344,0
36.9696447,47.7604866,0
36.9667888,47.7632136,0
36.9515722,47.7670937,0
36.9507925,47.7609218,0
36.9416831,47.7537737,0
