39.7916375,48.5807044
39.6650764,48.6396753
39.6968638,48.6803158
39.8176879,48.8801127
39.6459511,49.0306637
39.9003304,49.0824374
40.1181858,49.2485191
40.1980759,49.2631054
40.1791136,49.3421759
40.0641496,49.4035704
40.0012379,49.5024219
40.1400018,49.5696133
40.1186959,49.5943081
39.9679499,49.5888334
39.7937531,49.5379647
39.5159915,49.7201242
39.2461486,49.7539717
39.1680183,49.8726969
38.9127373,49.7835942
38.7154662,49.9009678
38.4618972,49.9643717
38.3016072,50.0436111
38.2072682,50.0568581
38.1922378,50.0203862
38.2197426,49.9871439
38.219083,49.9777372
38.1982135,49.9684144
38.1993201,49.961299
38.1662672,49.9513577
38.1737323,49.9403069
38.1248304,49.9199573
38.1238245,49.9406917
38.0587315,49.9234355
38.0492766,49.9150084
38.036876,49.9032379
38.0258076,49.9048994
38.011209,49.9190492
38.0174696,49.9211529
38.0161773,49.9261297
38.0424351,49.9329861
38.0052856,49.9661495
37.9996509,49.9631061
37.9426415,49.9941037
37.8383238,49.9625737
37.7339116,49.8734857
37.7327827,49.8637821
37.7266182,49.8590343
37.7184806,49.8571632
37.7198116,49.8539358
37.7262923,49.8470418
37.7145669,49.8363677
37.7196858,49.8244483
37.6945876,49.8156055
37.7137003,49.7959463
37.7401335,49.7848636
37.8929174,49.731021
37.9219398,49.6966339
37.9091011,49.6829138
37.9533302,49.6621395
37.9123746,49.6353337
37.8974958,49.6316728
37.9127514,49.5999187
37.8924745,49.6004188
37.9144348,49.5957506
37.9257022,49.5689393
37.9393659,49.5373309
37.916315,49.5380297
37.9427229,49.5284449
37.9387111,49.5168701
37.9442581,49.4720471
37.903398,49.4715748
37.9401294,49.4608393
37.9332571,49.4447219
37.907517,49.444204
37.9332753,49.4412306
37.9319204,49.4268001
37.9149353,49.422208
37.9326257,49.4202958
37.9312711,49.4099948
37.9614272,49.3663716
37.9986365,49.326702
38.0066375,49.2577004
38.015079,49.2510579
38.0516549,49.2179633
38.0177764,49.2192208
38.0568938,49.2086826
38.0638537,49.1931045
38.0731185,49.1773793
38.0811837,49.1644344
38.0724186,49.1482993
38.0845141,49.1413093
38.0930093,49.1321457
38.0884602,49.1171437
38.0797142,49.0949071
38.0613435,49.0629112
38.0527689,49.0594777
38.0735686,49.038203
38.086415,49.016672
38.0954057,48.9927005
38.2109208,48.9769266
38.2105221,48.9314002
38.2447895,48.9504045
38.2691637,48.9452877
38.2451938,48.9204596
38.2658873,48.9062276
38.2307308,48.8656202
38.2336932,48.8621146
38.276115,48.8154554
38.2624787,48.8141014
38.2632647,48.8044353
