Date,S&P Comp P,Earnings E,CPI
2000-08-01,1485.46,53.10666666666666,172.8
2000-09-01,1468.05,53.7,173.7
2000-10-01,1390.14,52.46666666666667,174
2000-11-01,1378.04,51.23333333333333,174.1
2000-12-01,1330.93,50.0,174
2001-01-01,1335.63,48.48,175.1
2001-02-01,1305.75,46.96,175.8
2001-03-01,1185.85,45.44,176.2
2001-04-01,1189.84,42.556666666666665,176.9
2001-05-01,1270.37,39.67333333333333,177.7
2001-06-01,1238.71,36.79,178
2001-07-01,1204.45,33.96333333333333,177.5
2001-08-01,1178.5,31.136666666666667,177.5
2001-09-01,1044.64,28.31,178.3
2001-10-01,1076.59,27.103333333333335,177.7
2001-11-01,1129.68,25.896666666666665,177.4
2001-12-01,1144.93,24.69,176.7
2002-01-01,1140.21,24.69333333333333,177.1
2002-02-01,1100.67,24.69666666666667,177.8
2002-03-01,1153.79,24.7,178.8
2002-04-01,1111.93,25.38,179.8
2002-05-01,1079.25,26.06,179.8
2002-06-01,1014.02,26.74,179.9
2002-07-01,903.59,27.84,180.1
2002-08-01,912.55,28.939999999999998,180.7
2002-09-01,867.81,30.04,181
2002-10-01,854.63,29.223333333333333,181.3
2002-11-01,909.93,28.406666666666666,181.3
2002-12-01,899.18,27.59,180.9
2003-01-01,895.84,28.5,181.7
2003-02-01,837.03,29.41,183.1
2003-03-01,846.63,30.32,184.2
2003-04-01,890.03,31.73,183.8
2003-05-01,935.96,33.13999999999999,183.5
2003-06-01,988,34.55,183.7
2003-07-01,992.54,35.89333333333333,183.9
2003-08-01,989.53,37.236666666666665,184.6
2003-09-01,1019.44,38.58,185.2
2003-10-01,1038.73,41.96666666666667,185
2003-11-01,1049.9,45.35333333333333,184.5
2003-12-01,1080.64,48.74,184.3
2004-01-01,1132.52,49.826666666666675,185.2
2004-02-01,1143.36,50.913333333333334,186.2
2004-03-01,1123.98,52.0,187.4
2004-04-01,1133.36,53.38333333333333,188
2004-05-01,1102.78,54.76666666666667,189.1
2004-06-01,1132.76,56.15,189.7
2004-07-01,1105.85,56.69,189.4
2004-08-01,1088.94,57.23,189.5
2004-09-01,1117.66,57.77,189.9
2004-10-01,1117.21,58.03,190.9
2004-11-01,1168.94,58.29,191
2004-12-01,1199.21,58.55,190.3
2005-01-01,1181.41,59.10666666666666,190.7
2005-02-01,1199.63,59.663333333333334,191.8
2005-03-01,1194.9,60.22,193.3
2005-04-01,1164.43,61.23333333333333,194.6
2005-05-01,1178.28,62.24666666666667,194.4
2005-06-01,1202.25,63.26,194.5
2005-07-01,1222.24,64.33,195.4
2005-08-01,1224.27,65.39999999999999,196.4
2005-09-01,1225.92,66.47,198.8
2005-10-01,1191.96,67.58999999999999,199.2
2005-11-01,1237.37,68.71,197.6
2005-12-01,1262.07,69.83,196.8
2006-01-01,1278.73,70.77666666666666,198.3
2006-02-01,1276.65,71.72333333333334,198.7
2006-03-01,1293.74,72.67,199.8
2006-04-01,1302.17,73.27666666666666,201.5
2006-05-01,1290.01,73.88333333333333,202.5
2006-06-01,1253.17,74.49,202.9
2006-07-01,1260.24,75.85,203.5
2006-08-01,1287.15,77.21,203.9
2006-09-01,1317.74,78.57,202.9
2006-10-01,1363.38,79.55,201.8
2006-11-01,1388.64,80.53,201.5
2006-12-01,1416.42,81.51,201.8
2007-01-01,1424.16,82.05666666666667,202.416
2007-02-01,1444.8,82.60333333333334,203.499
2007-03-01,1406.95,83.15,205.352
2007-04-01,1463.64,83.74000000000001,206.686
2007-05-01,1511.14,84.33000000000001,207.949
2007-06-01,1514.19,84.92,208.352
2007-07-01,1520.71,82.81333333333333,208.299
2007-08-01,1454.62,80.70666666666666,207.917
2007-09-01,1497.12,78.6,208.49
2007-10-01,1539.66,74.46000000000001,208.936
2007-11-01,1463.39,70.32000000000001,210.177
2007-12-01,1479.22,66.18,210.036
2008-01-01,1378.76,64.25,211.08
2008-02-01,1354.87,62.32,211.693
2008-03-01,1316.94,60.39,213.528
2008-04-01,1370.47,57.383333333333326,214.823
2008-05-01,1403.22,54.376666666666665,216.632
2008-06-01,1341.25,51.37,218.815
2008-07-01,1257.33,49.56333333333333,219.964
2008-08-01,1281.47,47.75666666666667,219.086
2008-09-01,1216.95,45.95,218.783
2008-10-01,968.8,35.593333333333334,216.573
2008-11-01,883.04,25.236666666666668,212.425
2008-12-01,877.56,14.88,210.228
2009-01-01,865.58,12.206666666666667,211.143
2009-02-01,805.23,9.533333333333333,212.193
2009-03-01,757.13,6.86,212.709
2009-04-01,848.15,7.076666666666666,213.24
2009-05-01,902.41,7.293333333333333,213.856
2009-06-01,926.12,7.51,215.693
2009-07-01,935.82,9.186666666666667,215.351
2009-08-01,1009.73,10.863333333333333,215.834
2009-09-01,1044.55,12.54,215.969
2009-10-01,1067.66,25.349999999999998,216.177
2009-11-01,1088.07,38.16,216.33
2009-12-01,1110.38,50.97,215.949
2010-01-01,1123.58,54.28999999999999,216.687
2010-02-01,1089.16,57.61,216.741
2010-03-01,1152.05,60.93,217.631
2010-04-01,1197.32,62.986666666666665,218.009
2010-05-01,1125.06,65.04333333333332,218.178
2010-06-01,1083.36,67.1,217.965
2010-07-01,1079.8,68.68666666666667,218.011
2010-08-01,1087.28,70.27333333333333,218.312
2010-09-01,1122.08,71.86,218.439
2010-10-01,1171.58,73.69,218.711
2010-11-01,1198.89,75.52,218.803
2010-12-01,1241.53,77.35,219.179
2011-01-01,1282.62,78.67,220.223
2011-02-01,1321.12,79.99000000000001,221.309
2011-03-01,1304.49,81.31,223.467
2011-04-01,1331.51,82.16333333333334,224.906
2011-05-01,1338.31,83.01666666666667,225.964
2011-06-01,1287.29,83.87,225.722
2011-07-01,1325.19,84.90666666666667,225.922
2011-08-01,1185.31,85.94333333333334,226.545
2011-09-01,1173.88,86.98,226.889
2011-10-01,1207.22,86.97,226.421
2011-11-01,1226.42,86.96000000000001,226.23
2011-12-01,1243.32,86.95,225.672
2012-01-01,1300.58,87.48,226.665
2012-02-01,1352.49,88.01,227.663
2012-03-01,1389.24,88.54,229.392
2012-04-01,1386.43,88.33333333333334,230.085
2012-05-01,1341.27,88.12666666666667,229.815
2012-06-01,1323.48,87.92,229.478
2012-07-01,1359.78,87.44666666666667,229.104
2012-08-01,1403.45,86.97333333333333,230.379
2012-09-01,1443.42,86.5,231.407
2012-10-01,1437.82,86.50333333333333,231.317
2012-11-01,1394.51,86.50666666666667,230.221
2012-12-01,1422.29,86.51,229.601
2013-01-01,1480.4,86.90666666666667,230.28
2013-02-01,1512.31,87.30333333333334,232.166
2013-03-01,1550.83,87.7,232.773
2013-04-01,1570.7,88.78333333333333,232.531
2013-05-01,1639.84,89.86666666666667,232.945
2013-06-01,1618.77,90.95,233.504
2013-07-01,1668.68,92.09,233.596
2013-08-01,1670.09,93.23,233.877
2013-09-01,1687.17,94.37,234.149
2013-10-01,1720.03,96.31333333333333,233.546
2013-11-01,1783.54,98.25666666666666,233.069
2013-12-01,1807.78,100.2,233.049
2014-01-01,1822.36,100.41666666666666,233.916
2014-02-01,1817.04,100.63333333333333,234.781
2014-03-01,1863.52,100.85,236.293
2014-04-01,1864.26,101.60666666666667,237.072
2014-05-01,1889.77,102.36333333333334,237.9
2014-06-01,1947.09,103.12,238.343
2014-07-01,1973.1,104.06666666666666,238.25
2014-08-01,1961.53,105.01333333333334,237.852
2014-09-01,1993.23,105.96,238.031
2014-10-01,1937.27,104.74333333333334,237.433
2014-11-01,2044.57,103.52666666666667,236.151
2014-12-01,2054.27,102.31,234.812
2015-01-01,2028.18,101.28999999999999,233.707
2015-02-01,2082.2,100.27000000000001,234.722
2015-03-01,2079.99,99.25,236.119
2015-04-01,2094.86,97.80333333333334,236.599
2015-05-01,2111.94,96.35666666666667,237.805
2015-06-01,2099.29,94.91,238.638
2015-07-01,2094.14,93.49333333333334,238.654
2015-08-01,2039.87,92.07666666666667,238.316
2015-09-01,1944.41,90.66,237.945
2015-10-01,2024.81,89.28333333333333,237.838
2015-11-01,2080.62,87.90666666666667,237.336
2015-12-01,2054.08,86.53,236.525
2016-01-01,1918.6,86.5,236.916
2016-02-01,1904.42,86.47,237.111
2016-03-01,2021.95,86.44,238.132
2016-04-01,2075.54,86.6,239.261
2016-05-01,2065.55,86.75999999999999,240.229
2016-06-01,2083.89,86.92,241.018
2016-07-01,2148.9,87.64333333333333,240.628
2016-08-01,2170.95,88.36666666666667,240.849
2016-09-01,2157.69,89.09,241.428
2016-10-01,2143.02,90.91,241.729
2016-11-01,2164.99,92.73,241.353
2016-12-01,2246.63,94.55,241.432
2017-01-01,2275.12,96.46333333333334,242.839
2017-02-01,2329.91,98.37666666666667,243.603
2017-03-01,2366.82,100.29,243.801
2017-04-01,2359.31,101.53333333333333,244.524
2017-05-01,2395.35,102.77666666666667,244.733
2017-06-01,2433.99,104.02,244.955
2017-07-01,2454.1,105.03999999999999,244.786
2017-08-01,2456.22,106.06,245.519
2017-09-01,2492.84,107.08,246.819
2017-10-01,2557,108.01333333333334,246.663
2017-11-01,2593.61,108.94666666666666,246.669
2017-12-01,2664.34,109.88,246.524
2018-01-01,2789.8,111.73333333333332,247.867
2018-02-01,2705.16,113.58666666666666,248.991
2018-03-01,2702.77,115.44,249.554
2018-04-01,2653.63,117.78666666666666,250.546
2018-05-01,2701.49,120.13333333333333,251.588
2018-06-01,2754.35,122.48,251.989
2018-07-01,2793.64,125.11666666666667,252.006
2018-08-01,2857.82,127.75333333333333,252.146
2018-09-01,2901.5,130.39,252.439
2018-10-01,2785.46,131.05666666666667,252.885
2018-11-01,2723.23,131.72333333333333,252.038
2018-12-01,2567.31,132.39,251.233
2019-01-01,2607.39,133.05666666666664,251.712
2019-02-01,2754.86,133.7233333333333,252.776
2019-03-01,2803.98,134.39,254.202
2019-04-01,2903.8,134.68333333333334,255.548
2019-05-01,2854.71,134.97666666666666,256.092
2019-06-01,2890.17,135.27,256.143
2019-07-01,2996.1136363636365,134.48000000000002,256.571
2019-08-01,2897.498181818182,133.69,256.558
2019-09-01,2982.156,132.9,256.759
2019-10-01,2977.68,135.09,257.346
2019-11-01,3104.9044999999996,137.28,257.208
2019-12-01,3176.7495238095235,139.47,256.974
2020-01-01,3278.2028571428577,131.75666666666666,257.971
2020-02-01,3277.3142105263164,124.04333333333332,258.678
2020-03-01,2652.3936363636367,116.33,258.115
2020-04-01,2761.975238095238,110.63,256.389
2020-05-01,2919.615,104.93,256.394
2020-06-01,3104.6609090909087,99.23,257.797
2020-07-01,3207.6190909090906,98.89333333333335,259.101
2020-08-01,3391.71,98.55666666666667,259.918
2020-09-01,3365.5166666666664,98.22,260.28
2020-10-01,3418.701363636364,96.85666666666667,260.388
2020-11-01,3548.992500000001,95.49333333333334,260.229
2020-12-01,3695.3099999999995,94.13,260.474
2021-01-01,3793.748421052632,105.48666666666665,261.582
2021-02-01,3883.4321052631576,116.84333333333332,263.014
2021-03-01,3910.5082608695648,128.2,264.877
2021-04-01,4141.176190476191,138.38666666666666,267.054
2021-05-01,4167.849500000001,148.57333333333332,269.195
2021-06-01,4238.489545454546,158.76,271.696
2021-07-01,4363.7128571428575,164.31666666666666,273.003
2021-08-01,4454.206363636363,169.87333333333333,273.567
2021-09-01,4445.543333333333,175.43,274.31
2021-10-01,4460.707142857143,182.91,276.589
2021-11-01,4667.386666666667,190.39,277.948
2021-12-01,4674.772727272726,197.87,278.802
2022-01-01,4573.8155,197.88333333333333,281.148
2022-02-01,4435.980526315789,197.89666666666665,283.716
2022-03-01,4391.265217391306,197.91,287.504
2022-04-01,4391.295999999999,196.02666666666664,289.109
2022-05-01,4040.3599999999997,194.14333333333332,292.296
2022-06-01,3898.9466666666676,192.26,296.311
2022-07-01,3911.729499999999,190.58333333333331,296.276
2022-08-01,4158.5630434782615,188.90666666666664,296.171
2022-09-01,3850.520476190475,187.23,296.808
2022-10-01,3726.050952380952,182.40333333333334,298.012
2022-11-01,3917.488571428571,177.57666666666665,297.711
2022-12-01,3912.380952380953,172.75,296.797
2023-01-01,3960.6565,173.55666666666667,299.17
2023-02-01,4079.684736842105,174.36333333333332,300.84
2023-03-01,3968.5591304347827,175.17,301.836
2023-04-01,4121.467368421053,177.11666666666665,303.363
2023-05-01,4146.1731818181825,179.06333333333333,304.127
2023-06-01,4345.372857142857,181.01,305.109
2023-07-01,4508.075500000001,182.09,305.691
2023-08-01,4457.358695652174,183.17,307.026
2023-09-01,4409.094999999999,184.25,307.789
2023-10-01,4269.4009090909085,186.97666666666666,307.671
2023-11-01,4460.063333333332,189.70333333333332,307.051
2023-12-01,4685.0515000000005,192.42999999999998,306.746
2024-01-01,4815.6139130434785,192.08333333333331,308.417
2024-02-01,5011.9615,191.73666666666665,310.326
2024-03-01,5170.572499999999,191.39,312.332
2024-04-01,5112.492727272728,193.17999999999998,313.548
2024-05-01,5235.225454545454,194.96999999999997,314.069
2024-06-01,5415.140526315788,196.76,314.175
2024-07-01,5538.004545454546,197.93,314.54
2024-08-01,5478.214545454546,199.10000000000002,314.796
2024-09-01,5621.2604999999985,200.27,315.301
2024-10-01,5792.31956521739,203.57,315.664
2024-11-01,5929.916,206.87,315.493
2024-12-01,6010.908571428571,210.17,315.605
2025-01-01,5979.5155,212.3433333333333,317.671
2025-02-01,6038.69,214.51666666666665,319.082
2025-03-01,5683.983333333333,216.69,319.799
2025-04-01,5369.495714285715,218.63666666666666,320.795
2025-05-01,5810.919523809524,220.58333333333331,321.465
2025-06-01,6029.951499999999,222.53,322.561
2025-07-01,6296.498181818183,226.76999999999998,323.048
2025-08-01,6408.949523809522,231.01,323.976
2025-09-01,6584.018095238095,235.25,324.8
2025-10-01,6735.691739130435,241.20333333333335,325.21200000000005
2025-11-01,6740.885789473684,247.1566666666667,324.122
2025-12-01,6853.025454545453,253.11,324.054
2026-01-01,6929.122,266.59926666666667,325.252
2026-02-01,6893.806315789475,280.0885333333333,326.785
2026-03-01,6654.419090909089,293.5778,330.213
