FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,WB_REGION,COUNTRY,CountrynameWEO,weo_code,ISO,STATE,LAT_DD,LON_DD,ON_OFF_LOC,year,FIELD_TYPE,SIZE_CLASS,SIZE_CLASS_CODE,EUR_MMBOE,oil_price,gas_price,firstdiscoyear,disco_cumu,disco_count,EUR_cumu,NPV_USD_n,defl_uscpi,NPV_USD_r,gdp_curr,gdp_const,NPV_GDP_n,NPV_GDP_r,DISCO_SOURCE1,DISCO_SOURCE2,DISCO_SOURCE3,DISCO_SOURCE4
1,West Qurna,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,31.1,47.266667,Onshore,1973,Oil,Supergiant,2,11374.167,3.34,.0767980715665424,1927,15,34,107014.5,5359.7534,.24557282,21825.516,5134.367778144599,16595.4652463895,104.38975,131.51494,Horn (2014),,.,
2,Bassein,,G,ASIA AND OCEANIA,SAR,India,India,534,IND,,19.166667,72.09999999999999,Offshore,1977,Gas,Giant,1,1362.613,13.43041669527685,.2194379215793447,1953,7,9,12907.28,79.031654,.33047032,239.14902,121487.325381668,276451.795599075,.065053418,.08650659,Horn (2014),,.,
3,Karanj,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,30.99227,49.87899,Onshore,1963,Gas,Supergiant,2,6513.94,2.235,.0468648467254823,1908,17,70,117332.23,50.919773,.16812883,302.86163,4928.62801838989,84792.3669139433,1.0331429,.3571803,Horn (2014),,.,
4,Rag-E-Safid,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,30.389358,49.861275,Onshore,1964,Gas,Supergiant,2,14980.602,2.1975,.0454027332005061,1908,20,70,136445.78,88.278099,.17168793,514.17767,5379.84564731828,92588.12502711909,1.6409039,.55533868,Horn (2014),,.,
5,Pazanan,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,30.56692,50.01747,Onshore,1936,Gas,Supergiant,2,6657.933,,,1908,4,70,31502.957,,,,,,,,Horn (2014),,.,
6,Mansuriyah,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,34.083333,44.916667,Onshore,1978,Gas,Giant,1,600,13.88333333333335,.2726843717716693,1927,21,34,129232.83,53.109886,.35405782,150.00343,23762.2756518794,30296.6595497506,.22350505,.49511543,Horn (2014),,.,
7,Saradjeh,Serajeh,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,35,51.5,Onshore,1958,Gas,Giant,1,833.333,2.569166666666665,.0204,1908,7,70,52665.141,5.1798944,.1595618,32.463249,,,,,Horn (2014),,.,
8,Paris,Faris,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,31,49.933333,Onshore,1964,Gas,Giant,1,3825,2.1975,.0454027332005061,1908,21,70,140270.78,33.931252,.17168793,197.6333,5379.84564731828,92588.12502711909,.63071048,.21345426,Horn (2014),,.,
9,Serrablo,,C,WESTERN EUROPE,ECA,Spain,Spain,184,ESP,,42.583333,.4,Onshore,1979,Gas,Giant,1,583.333,28.11111107402377,.3773565288620104,1979,1,1,583.33301,72.162971,.38474527,187.56038,214019.077342588,639737.648767835,.033718009,.029318327,Horn (2014),,.,
10,Sui,,G,ASIA AND OCEANIA,SAR,Pakistan,Pakistan,564,PAK,,28.65,69.2,Onshore,1952,Gas,Giant,1,1872.687,2.14,.0136,1952,1,5,1872.687,6.1368341,.14195485,43.230885,,,,,Horn (2014),,.,
11,Uch,,G,ASIA AND OCEANIA,SAR,Pakistan,Pakistan,564,PAK,,28.641667,68.620833,Onshore,1955,Gas,Giant,1,675,2.375,.017,1952,2,5,2547.687,3.6648729,.14622241,25.063688,,,,,Horn (2014),,.,
12,Bagadzhin,,D,EASTERN EUROPE AND FORMER USSR,ECA,Turkmenistan,Turkmenistan,925,TKM,,39.333333,62.483333,Onshore,1971,Gas,Giant,1,1583.333,2.625,.0579907012221471,1956,11,16,11329.501,23.232925,.22155391,104.86353,,,,,Horn (2014),,.,
13,Kirpichlin,,D,EASTERN EUROPE AND FORMER USSR,ECA,Turkmenistan,Turkmenistan,925,TKM,,40.0247,61.051925,Onshore,1972,Gas,Giant,1,1431.667,2.69,.0622341088563481,1956,12,16,12761.168,23.214233,.23099306,100.49754,,,,,Horn (2014),,.,
14,Mokhtar,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,30.583333,51.5,Onshore,1992,Gas,Giant,1,657.5,19.02083333333333,.36805,1908,54,70,316628.22,76.077431,.66566843,114.28728,,269495.998150691,,.042407781,Horn (2014),,.,
15,Qishm-Salag,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,26.7,55.583333,Onshore,1961,Gas,Giant,1,1875,2.27,.0471557896901483,1908,11,70,95026.648,21.297081,.16356483,130.20575,4426.94909475238,72789.52447999999,.48107806,.1788798,Horn (2014),,.,
16,Sarhun,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,27.339656,56.427872,Onshore,1978,Gas,Giant,1,1166.667,13.88333333333335,.2726843717716693,1908,45,70,234557.72,87.956673,.35405782,248.42461,77994.3166216283,285573.183090369,.11277318,.086991571,Horn (2014),,.,
17,Tang-i-bijar,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,33.7,45.9,Onshore,1965,Gas,Giant,1,565,2.17,.0485151189433319,1908,24,70,180676.95,9.0871029,.17446828,52.084557,6197.319929690811,108529.645820801,.14662956,.047991086,Horn (2014),,.,
18,Lacq,,C,WESTERN EUROPE,ECA,France,France,132,FRA,,43.41667,-.71667,Onshore,1951,Gas,Giant,1,1348.333,2.14,.0119,1951,1,2,1348.333,4.2539134,.1366684,31.125801,,,,,Horn (2014),,.,
19,Mellion-Rousse,,C,WESTERN EUROPE,ECA,France,France,132,FRA,,43.25,-.5,Onshore,1965,Gas,Giant,1,583.333,2.17,.0485151189433319,1951,2,2,1931.666,9.2776852,.17446828,53.176918,102160.571409274,804778.623588979,.0090814736,.0066076457,Horn (2014),,.,
20,Carthage,Cotton Valley,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,32.623319,-94.395692,Onshore,1936,Gas,Giant,1,1050,,,1871,51,116,59351.73,,,,,,,,Horn (2014),,.,
21,Monroe,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Louisiana,32.5,-92,Onshore,1916,Gas,Giant,1,1203.333,,,1871,13,116,13534.994,,,,,,,,Horn (2014),,.,
22,Margham,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Dubai,25.159061,55.432094,Onshore,1982,Gas,Giant,1,680.91,32.64722212685484,.587775,1954,23,23,101580.17,127.43302,.48592058,262.25073,46622.7186052847,115688.082614023,.27332816,.22668777,Horn (2014),https://en.wikipedia.org/wiki/Margham,.,
23,Gugurtlinskoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Uzbekistan,Uzbekistan,927,UZB,,40.216667,62.55,Onshore,1965,Gas,Giant,1,666.667,2.17,.0485151189433319,1956,5,11,5149.1499,10.37482,.17446828,59.465363,,,,,Horn (2014),,.,
24,Awali,Bahrain Field,E,MIDDLE EAST,MNA,Bahrain,Bahrain,419,BHR,,26.06734,50.560639,Onshore,1932,Gas,Giant,1,2087.773,,,1932,1,2,2087.7729,,,,,,,,Horn (2014),,.,
25,Dorra,,E,MIDDLE EAST,MNA,Divided Neutral Zone: Kuwait/Saudi Arabia,Divided Neutral Zone: Kuwait/Saudi Arabia,,Joint discovery,,28.95,49.116667,Offshore,1967,Gas,Giant,1,1566.667,2.17833333333333,.0524150269837014,1959,3,4,11213.658,20.842144,.18329984,113.70519,,,,,Horn (2014),,.,
26,Salman,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,25.52778,53.11667,Offshore,1965,Gas,Giant,1,1638.167,2.17,.0485151189433319,1908,25,70,182315.13,19.9116,.17446828,114.12733,6197.319929690811,108529.645820801,.32129371,.10515775,Horn (2014),,.,
27,Tinat,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,23.805772,49.415481,Onshore,1982,Gas,Giant,1,891.667,32.64722212685484,.587775,1938,42,59,355122.69,156.60812,.48592058,322.2916,153239.017560236,287448.524293334,.10219859,.1121215,Horn (2014),,.,
28,Maydan Mahzam,,E,MIDDLE EAST,MNA,Qatar,Qatar,453,QAT,,25.6,52.55,Offshore,1963,Gas,Giant,1,1623.673,2.235,.0468648467254823,1940,3,7,10543.873,19.11348,.16812883,113.68353,,,,,Horn (2014),,.,
29,Suhul,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,21.583333,53.183333,Onshore,1977,Gas,Giant,1,700,13.43041669527685,.2194379215793447,1938,32,59,344381,48.438202,.33047032,146.57353,74188.24997872399,317387.724293334,.065290935,.046181224,Horn (2014),,.,
30,Khangiran,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,36.566667,60.766667,Onshore,1968,Gas,Giant,1,2042.467,2.195,.0520031595766798,1908,33,70,203781.64,24.952995,.19009274,131.26749,8623.17295997743,154729.694763349,.2893714,.084836647,Horn (2014),,.,
31,Bul Hanine,,E,MIDDLE EAST,MNA,Qatar,Qatar,453,QAT,,25.43333,52.7,Offshore,1965,Gas,Giant,1,2643.963,2.17,.0485151189433319,1940,4,7,13187.836,27.941393,.17446828,160.1517,,,,,Horn (2014),,.,
32,Shurtan,Uzbekistan,D,EASTERN EUROPE AND FORMER USSR,ECA,Uzbekistan,Uzbekistan,927,UZB,,38.966667,67.033333,Onshore,1974,Gas,Giant,1,2545.71,10.6737497138977,.1717,1956,9,11,10026.592,96.276398,.27119011,355.0144,,,,,Horn (2014),,.,
33,Abu Al Bukhoosh,Abu Koosh,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,25.49461,53.14973,Offshore,1969,Gas,Giant,1,1027.47,2.2825,.0528546930500245,1954,9,23,83068.164,15.576726,.19991764,77.91571,,,,,Horn (2014),,.,
34,Dengizkul-Khauzak-Shady,,D,EASTERN EUROPE AND FORMER USSR,ECA,Uzbekistan,Uzbekistan,927,UZB,,39.139639,64.50966699999999,Onshore,1966,Gas,Giant,1,597.342,2.14833333333333,.0497189365367337,1956,6,11,5746.4922,9.655695,.17915867,53.894657,,,,,Horn (2014),,.,
35,Satah,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,24.916667,52.55,Offshore,1975,Gas,Giant,1,761.667,10.7962500619888,.1795279552154058,1954,17,23,94967.445,41.864128,.29560795,141.62044,14720.6725065004,56806.6739823009,.28439006,.24930246,Horn (2014),,.,
36,Samantepe,,D,EASTERN EUROPE AND FORMER USSR,ECA,Uzbekistan,Uzbekistan,927,UZB,,39.067683,64.320936,Onshore,1964,Gas,Giant,1,583.333,2.1975,.0454027332005061,1956,4,11,4482.4829,8.6824951,.17168793,50.571377,,,,,Horn (2014),,.,
37,Urtabalak,,D,EASTERN EUROPE AND FORMER USSR,ECA,Uzbekistan,Uzbekistan,927,UZB,,38.998667,64.517072,Onshore,1963,Gas,Giant,1,598.333,2.235,.0468648467254823,1956,3,11,3899.1499,9.111228,.16812883,54.19194,,,,,Horn (2014),,.,
38,Beurdeshik,Buyerdeshik,D,EASTERN EUROPE AND FORMER USSR,ECA,Tajikistan,Tajikistan,923,TJK,,39.75,68.766667,Onshore,1969,Gas,Giant,1,500,2.2825,.0528546930500245,1969,1,1,500,8.889535,.19991764,44.465984,,,,,Horn (2014),,.,
39,Assaluyeh,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,27.522772,52.584689,Onshore,1988,Gas,Giant,1,666.667,14.71805555555557,.343541666666667,1908,52,70,238524.39,73.465401,.59475356,123.52242,123057.861333923,193218.132849522,.059699886,.063928999,Horn (2014),,.,
40,Shanul,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,27.701908,53.219256,Onshore,1995,Gas,Giant,1,1058.333,17.18333333333333,.37825,1908,57,70,321716.56,113.8437,.7011227,162.37344,96419.2257436248,274304.418738507,.11807158,.059194613,Horn (2014),,.,
41,Huangkuanshan,,G,ASIA AND OCEANIA,EAP,China,China,924,CHN,,29.191781,105.839039,Onshore,1955,Gas,Giant,1,833.333,2.375,.017,1938,2,38,1333.333,4.3165789,.14622241,29.520638,,,,,Horn (2014),,.,
42,Aghar,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,28.584819,52.807297,Onshore,1974,Gas,Giant,1,1493.167,10.6737497138977,.1717,1908,41,70,228544.39,65.986557,.27119011,243.32214,46209.0920725922,302753.326357499,.14279994,.080369771,Horn (2014),,.,
43,Kuh-I-Mund,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,28.392267,51.240033,Onshore,1974,Gas,Giant,1,2013.333,10.6737497138977,.1717,1908,42,70,230557.72,81.55423,.27119011,300.72714,46209.0920725922,302753.326357499,.17648958,.099330746,Horn (2014),,.,
44,Nar,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,27.783333,52.3,Onshore,1975,Gas,Giant,1,2333.333,10.7962500619888,.1795279552154058,1908,43,70,232891.05,94.65332,.29560795,320.19882,51776.2223496891,295428.717775574,.18281233,.10838446,Horn (2014),,.,
45,Kabir Kuh,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,33.422461,46.728028,Onshore,1973,Gas,Giant,1,933.333,3.34,.0767980715665424,1908,39,70,225894.22,21.13802,.24557282,86.076378,27081.6982491603,284283.821134315,.078052782,.030278325,Horn (2014),,.,
46,Vuktyl,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,63.584164,57.271992,Onshore,1964,Gas,Giant,1,742.933,2.1975,.0454027332005061,1893,37,158,69829.688,10.417459,.17168793,60.676716,,,,,Horn (2014),,.,
47,Layavozh,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,67.59999999999999,55.083333,Onshore,1969,Gas,Giant,1,857.258,2.2825,.0528546930500245,1893,63,158,213868.5,13.693814,.19991764,68.497276,,,,,Horn (2014),,.,
48,Mazunin,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,57.19465,56.666075,Onshore,1960,Gas,Giant,1,2250,2.30000005722046,.0463057896901483,1893,22,158,34971.992,23.794031,.1630577,145.924,,,,,Horn (2014),,.,
49,Tazhong,,G,ASIA AND OCEANIA,EAP,China,China,924,CHN,,38.807717,83.927964,Onshore,1989,Gas,Giant,1,770,17.8388888888889,.321866666666667,1938,21,38,37502.727,75.588814,.61707133,122.49607,347768.051311741,796607.851183919,.021735411,.015377211,Horn (2014),,.,
50,Puckett,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,30.666667,-102.5,Onshore,1952,Gas,Giant,1,500,2.14,.0136,1871,75,116,78545.195,2.2873592,.14195485,16.113287,,,,,Horn (2014),,.,
51,Jabal Fauqui,Fakkeh,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,32,47.65,Onshore,1974,Oil,Giant,1,1000,10.6737497138977,.1717,1927,16,34,108014.5,3085.613,.27119011,11378.044,11516.7626142906,19269.5534527735,26.792364,59.046745,Horn (2014),,.,
52,Buzurgan,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,32.266667,47.233333,Onshore,1970,Oil,Giant,1,1980,2.280416666666665,.0524635308616226,1927,13,34,94505,1070.4271,.21080926,5077.7046,3281.71380565668,14539.4704739431,32.617931,34.923588,Horn (2014),,.,
53,Parsi,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,30.99952,49.97303,Onshore,1964,Oil,Supergiant,2,5333.083,2.1975,.0454027332005061,1908,22,70,145603.86,2074.8911,.17168793,12085.247,5379.84564731828,92588.12502711909,38.567856,13.052696,Horn (2014),,.,
54,"Bassein, North",,G,ASIA AND OCEANIA,SAR,India,India,534,IND,,19.316667,72,Offshore,1976,Oil,Giant,1,550,12.13750005722045,.1968554638088303,1953,6,9,11544.667,2171.8506,.31168446,6968.1069,102717.166924066,257752.461316375,2.114399,2.7034104,Horn (2014),,.,
55,Abu Ghirab,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,32.369903,47.403581,Onshore,1971,Oil,Giant,1,1135.333,2.625,.0579907012221471,1927,14,34,95640.328,830.49487,.22155391,3748.5002,3865.34653465347,15320.9022591975,21.485651,24.466576,Horn (2014),,.,
56,Lab-E-Safid,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,32.661925,48.644081,Onshore,1969,Oil,Giant,1,990.907,2.2825,.0528546930500245,1908,36,70,208294.22,655.56293,.19991764,3279.165,9743.08960611154,180003.028992,6.7284913,1.8217278,Horn (2014),,.,
57,Marun,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,31.04165,49.396658,Onshore,1964,Oil,Supergiant,2,34508.102,2.1975,.0454027332005061,1908,23,70,180111.95,7621.9824,.17168793,44394.398,5379.84564731828,92588.12502711909,141.67661,47.948265,Horn (2014),,.,
58,Jambur,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,35.125197,44.569606,Onshore,1954,Oil,Giant,1,4633.333,2.375,.017,1927,7,34,87186.664,2031.3789,.14480948,14027.941,,,,,Horn (2014),,.,
59,Ajil,Previously Saddam,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,34.876244,43.981506,Onshore,1978,Oil,Giant,1,916.667,13.88333333333335,.2726843717716693,1927,22,34,130149.5,3772.6035,.35405782,10655.332,23762.2756518794,30296.6595497506,15.87644,35.169991,Horn (2014),,.,
60,Bai Hassan,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,35.663097,44.038869,Onshore,1953,Oil,Giant,1,2266.667,2.322916666666665,.0153,1927,5,34,49220,1199.8687,.14370355,8349.6104,,,,,Horn (2014),,.,
61,Halfayah,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,31.66531,47.4833,Onshore,1976,Oil,Giant,1,4726.667,12.13750005722045,.1968554638088303,1927,17,34,112741.16,10528.057,.31168446,33777.934,17754.8256010836,25399.4007120653,59.296875,132.98712,Horn (2014),,.,
62,Khabbaz,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,35.465267,44.213931,Onshore,1985,Oil,Giant,1,2500,27.18333333333333,.5236708333333331,1927,29,34,156522.83,15048.41,.54427373,27648.605,48284.9790929559,40754.36137263131,31.165821,67.842079,Horn (2014),,.,
63,Bibi Hakimeh,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,30.195278,50.382192,Onshore,1961,Oil,Supergiant,2,7595.318,2.27,.0471557896901483,1908,12,70,102621.97,2746.7141,.16356483,16792.816,4426.94909475238,72789.52447999999,62.045307,23.070375,Horn (2014),,.,
64,Gachsaran,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,30.22009,50.80627,Onshore,1928,Oil,Supergiant,2,21430.025,,,1908,3,70,24845.025,,,,,,,,Horn (2014),,.,
65,Naft Safid,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,31.66889,49.26333,Onshore,1938,Oil,Giant,1,1303.382,,,1908,6,70,51831.809,,,,,,,,Horn (2014),,.,
66,Nargesi,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,29.488281,51.297853,Onshore,1980,Oil,Giant,1,500,37.03749995761446,.4937791666666669,1908,50,70,237357.72,6229.27,.42291412,14729.397,94362.2755798343,185204.69491949,6.6014409,7.9530368,Horn (2014),,.,
67,Masjid-i-Sulemain,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,31.994664,49.268169,Onshore,1908,Oil,Giant,1,1469,,,1908,1,70,1469,,,,,,,,Horn (2014),,.,
68,Kirkuk,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,35.700567,44.09711,Onshore,1927,Oil,Supergiant,2,26370,,,1927,1,34,26370,,,,,,,,Horn (2014),,.,
69,Gialo,Jalu,F,AFRICA,MNA,Libya,Libya,672,LBY,,28.68667,21.40278,Onshore,1961,Oil,Giant,1,1135.473,2.27,.0471557896901483,1956,10,26,11705.99,718.24335,.16356483,4391.1846,,,,,Horn (2014),,.,
70,Bouri,NC041-B,F,AFRICA,MNA,Libya,Libya,672,LBY,,33.90364,12.50614,Offshore,1977,Oil,Giant,1,532.6,13.43041669527685,.2194379215793447,1956,22,26,27503.035,2353.5056,.33047032,7121.6851,,,,,Horn (2014),,.,
71,Nasser,Originally Zelten,F,AFRICA,MNA,Libya,Libya,672,LBY,,28.912897,19.769944,Onshore,1959,Oil,Giant,1,631.667,2.5275,.0221,1956,4,26,2936.167,509.00882,.16262439,3129.9661,,,,,Horn (2014),,.,
72,Defa,Daffah,F,AFRICA,MNA,Libya,Libya,672,LBY,,28.05975,19.898708,Onshore,1960,Oil,Giant,1,1096.62,2.30000005722046,.0463057896901483,1956,8,26,9170.5166,709.95038,.1630577,4353.9824,,,,,Horn (2014),,.,
73,Eldfisk,,C,WESTERN EUROPE,ECA,Norway,Norway,142,NOR,,56.433333,3.2,Offshore,1970,Oil,Giant,1,1002,2.280416666666665,.0524635308616226,1969,5,28,8289.7285,660.16962,.21080926,3131.5969,12814.1231152613,125059.553530953,5.1518908,2.5040846,Horn (2014),,.,
74,Bahi,,F,AFRICA,MNA,Libya,Libya,672,LBY,,29.789828,17.550275,Onshore,1958,Oil,Giant,1,600,2.569166666666665,.0204,1956,2,26,1683.5,500.38861,.1595618,3136.0176,,,,,Horn (2014),,.,
75,Waha,,F,AFRICA,MNA,Libya,Libya,672,LBY,,28.298611,19.921503,Onshore,1960,Oil,Giant,1,1400,2.30000005722046,.0463057896901483,1956,9,26,10570.517,844.42401,.1630577,5178.6821,,,,,Horn (2014),,.,
76,Beda,,F,AFRICA,MNA,Libya,Libya,672,LBY,,28.362322,19.016917,Onshore,1959,Oil,Giant,1,732.107,2.5275,.0221,1956,5,26,3668.2739,574.41693,.16262439,3532.1697,,,,,Horn (2014),,.,
77,Shah,"With Asab, replaces Abu Jidu",E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,22.93675,53.84903,Onshore,1966,Oil,Giant,1,900,2.14833333333333,.0497189365367337,1954,6,23,76777.07,576.20813,.17915867,3216.189,,,,,Horn (2014),,.,
78,"Baghdad, West",,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,33.45,43.6,Onshore,1958,Oil,Giant,1,1023.333,2.569166666666665,.0204,1927,9,34,89080,754.98633,.1595618,4731.6235,,,,,Horn (2014),,.,
79,Suwaidiyah,Souedie,E,MIDDLE EAST,MNA,Syria,Syria,463,SYR,,36.93333,42.13333,Onshore,1959,Oil,Giant,1,753.433,2.5275,.0221,1959,1,1,753.43298,585.23834,.16262439,3598.7119,,,,,Horn (2014),,.,
80,Augila-Nafoora,,F,AFRICA,MNA,Libya,Libya,672,LBY,,29.186744,21.4302,Onshore,1956,Oil,Giant,1,1083.5,2.375,.0187,1956,1,26,1083.5,726.85608,.15072045,4822.5444,,,,,Horn (2014),,.,
81,Lawhah,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,28.25272,49.61814,Offshore,1975,Oil,Giant,1,1283.333,10.7962500619888,.1795279552154058,1938,25,59,336464.34,3726.3242,.29560795,12605.629,46773.36820559471,251538.792560001,7.9667649,5.0114055,Horn (2014),,.,
82,Ahdab,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,32.46667,45.66667,Onshore,1979,Oil,Giant,1,516.667,28.11111107402377,.3773565288620104,1927,24,34,133286.17,4829.8096,.38474527,12553.266,37816.4578394853,36619.34678251,12.771713,34.280418,Horn (2014),,.,
83,Ab-E-Teimur,Ab-Teymour,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,31.216519,48.496725,Onshore,1968,Oil,Giant,1,2600,2.195,.0520031595766798,1908,34,70,206381.64,1249.2813,.19009274,6571.9565,8623.17295997743,154729.694763349,14.487489,4.2473788,Horn (2014),,.,
84,Fateh,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Dubai,25.6,54.433333,Offshore,1966,Oil,Giant,1,3900,2.14833333333333,.0497189365367337,1954,7,23,80677.07,1627.6461,.17915867,9084.9414,,,,,Horn (2014),,.,
85,Tuba,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,30.394825,47.497981,Onshore,1959,Oil,Giant,1,1588.333,2.5275,.0221,1927,10,34,90668.336,1014.8632,.16262439,6240.5352,,,,,Horn (2014),,.,
86,Majnoon,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,31.035483,47.624975,Onshore,1977,Oil,Supergiant,2,14833.333,13.43041669527685,.2194379215793447,1927,18,34,127574.5,25934.223,.33047032,78476.703,19838.1307145276,25881.9798122088,130.72917,303.20981,Horn (2014),,.,
87,Nasiryah,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,31.32323,46.01106,Onshore,1978,Oil,Giant,1,2620,13.88333333333335,.2726843717716693,1927,23,34,132769.5,7944.5801,.35405782,22438.652,23762.2756518794,30296.6595497506,33.433582,74.063126,Horn (2014),,.,
88,Ratawi,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,30.563989,47.0985,Onshore,1950,Oil,Giant,1,3246.667,2.14,.0119,1927,4,34,46953.336,1424.7697,.12719883,11201.122,,,,,Horn (2014),,.,
89,Shakeh,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,32.21974,48.00607,Onshore,1978,Oil,Giant,1,550,13.88333333333335,.2726843717716693,1908,46,70,235107.72,2484.2451,.35405782,7016.4956,77994.3166216283,285573.183090369,3.1851618,2.4569869,Horn (2014),,.,
90,Giraldas,,A,NORTH AMERICA,LAC,Mexico,Mexico,273,MEX,Mexico - Tabasco,17.667169,-93.481944,Onshore,1977,Oil,Giant,1,681.7670000000001,13.43041669527685,.2194379215793447,1901,13,23,23020.199,2914.1738,.33047032,8818.2617,81814.1592920354,416081.759447639,3.5619431,2.1193578,Horn (2014),,.,
91,Bu Tini,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,24.566667,52.983333,Offshore,1980,Oil,Giant,1,1000,37.03749995761446,.4937791666666669,1954,21,23,100100.27,10706.958,.42291412,25317.098,43598.7484490479,118500.337753574,24.557947,21.364578,Horn (2014),,.,
92,Qusahwira,,E,MIDDLE EAST,MNA,UAE,United Arab Emirates,466,ARE,UAE - Abu Dhabi,22.666667,55,Onshore,1976,Oil,Giant,1,700,12.13750005722045,.1968554638088303,1954,20,23,99100.273,2679.2026,.31168446,8595.8818,19213.0226910526,66195.0314771953,13.944722,12.98569,Horn (2014),,.,
93,Arenque,,A,NORTH AMERICA,LAC,Mexico,Mexico,273,MEX,Mexico - Veracruz,22.233333,-97.266667,Onshore,1966,Oil,Giant,1,1000,2.14833333333333,.0497189365367337,1901,8,23,17221.465,621.04938,.17915867,3466.4768,24320,222971.202539928,2.5536571,1.5546746,Horn (2014),,.,
94,Poza Rica,,A,NORTH AMERICA,LAC,Mexico,Mexico,273,MEX,Mexico - Veracruz,20.492407,-97.386816,Onshore,1930,Oil,Giant,1,2000,,,1901,3,23,4221,,,,,,,,Horn (2014),,.,
95,Zapadno Surgutskoye,Surgut,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,62.440189,72.887586,Onshore,1962,Oil,Giant,1,2000,2.245,.0480057896901483,1893,27,158,47361.055,1061.3276,.16498895,6432.7197,,,,,Horn (2014),,.,
96,Samah,,F,AFRICA,MNA,Libya,Libya,672,LBY,,28.163961,19.169653,Onshore,1962,Oil,Giant,1,500,2.245,.0480057896901483,1956,14,26,17003.408,377.58249,.16498895,2288.532,,,,,Horn (2014),,.,
