FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,WB_REGION,COUNTRY,CountrynameWEO,weo_code,ISO,STATE,LAT_DD,LON_DD,ON_OFF_LOC,year,FIELD_TYPE,SIZE_CLASS,SIZE_CLASS_CODE,EUR_MMBOE,oil_price,gas_price,firstdiscoyear,disco_cumu,disco_count,EUR_cumu,NPV_USD_n,defl_uscpi,NPV_USD_r,gdp_curr,gdp_const,NPV_GDP_n,NPV_GDP_r,DISCO_SOURCE1,DISCO_SOURCE2,DISCO_SOURCE3,DISCO_SOURCE4
536,Marlim Sul,,B,CENTRAL AND SOUTH AMERICA,LAC,Brazil,Brazil,223,BRA,,-22.75,-40.45,Offshore,1987,Oil,Giant,1,1471.208,18.14583333333333,.3614625000000001,1965,8,33,9036.375,6900.7725,.57354343,12031.822,294084.11239266,1189929.89535739,2.3465302,1.0111371,Horn (2014),https://www.offshore-technology.com/projects/marlim/,.,
537,Komsomol'sk,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,64.405092,75.65154200000001,Onshore,1966,Oil,Giant,1,1307.778,2.14833333333333,.0497189365367337,1893,52,158,189952.25,751.4978,.17915867,4194.5933,,,,,Horn (2014),,.,
538,Vachim,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,61.80722,72.61972,Onshore,1971,Oil,Giant,1,752.193,2.625,.0579907012221471,1893,86,158,301849.34,607.16394,.22155391,2740.4795,,,,,Horn (2014),,.,
539,Sugmut,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,63.797667,73.585358,Onshore,1987,Oil,Giant,1,638.333,18.14583333333333,.3614625000000001,1893,140,158,401287.28,3679.3784,.57354343,6415.1699,,,,,Horn (2014),,.,
540,Var'yegan,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,62.10694,77.56944,Onshore,1967,Oil,Giant,1,1041.148,2.17833333333333,.0524150269837014,1893,57,158,196048.63,648.03729,.18329984,3535.3948,,,,,Horn (2014),,.,
541,Van'yegan,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,61.824225,77.33515800000001,Onshore,1974,Oil,Giant,1,2057.708,10.6737497138977,.1717,1893,98,158,316591.59,5148.6758,.27119011,18985.484,,,,,Horn (2014),,.,
542,Var'yegan Severnyy,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,62.43722,77.40222,Onshore,1971,Oil,Giant,1,633.2619999999999,2.625,.0579907012221471,1893,87,158,302482.59,529.51141,.22155391,2389.989,,,,,Horn (2014),,.,
543,Arlan,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,55.893364,54.573794,Onshore,1955,Oil,Giant,1,912.735,2.375,.017,1893,20,158,31962.992,643.40265,.14622241,4400.1646,,,,,Horn (2014),,.,
544,Romashkino,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,55.34333,52.84472,Onshore,1947,Oil,Supergiant,2,17000,,,1893,13,158,25881.287,,,,,,,,Horn (2014),,.,
545,Carina,,B,CENTRAL AND SOUTH AMERICA,LAC,Argentina,Argentina,213,ARG,,-52.85,-67.34999999999999,Offshore,1989,Gas,Giant,1,500,17.8388888888889,.321866666666667,1907,5,6,6488.6968,54.134171,.61707133,87.727577,76636.8980364712,208880.107086685,.070637219,.041999009,Horn (2014),http://abarrelfull.wikidot.com/carina-and-aries-gas-fields,.,
546,Ormen Lange,,C,WESTERN EUROPE,ECA,Norway,Norway,142,NOR,,63.540972,5.337472,Offshore,1997,Gas,Giant,1,1833.333,19.1710427248677,.443707083333333,1969,22,28,48601.504,197.22771,.72773516,271.01578,161354.369892838,339628.115455673,.12223264,.079797804,Horn (2014),https://en.wikipedia.org/wiki/Ormen_Lange_(gas_field),.,
547,Barik,,E,MIDDLE EAST,MNA,Oman,Oman,449,OMN,,21.001981,56.542422,Onshore,1991,Gas,Giant,1,500,19.37083333333333,.3910708333333339,1957,9,10,8942.5146,65.773491,.64754134,101.5742,11341.4824447334,28647.3289986996,.57993734,.35456777,Horn (2014),,.,
548,Matzen,,C,WESTERN EUROPE,ECA,Austria,Austria,122,AUT,,48.416667,16.716667,Onshore,1949,Oil,Giant,1,581.667,,,1949,1,1,581.66699,,,,,,,,Horn (2014),,.,
549,Fadhili,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,26.980653,49.173483,Onshore,1949,Oil,Giant,1,1003.667,,,1938,6,59,141184.34,,,,,,,,Horn (2014),,.,
550,Hamur,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,28.35,49.4,Offshore,1979,Oil,Giant,1,1050,28.11111107402377,.3773565288620104,1938,41,59,354231,8413.3232,.38474527,21867.256,111859.676267555,336677.102293334,7.5213189,6.4950233,Horn (2014),,.,
551,Maharah,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,28.30833,49.48333,Offshore,1973,Oil,Giant,1,1183.333,3.34,.0767980715665424,1938,23,59,334389.34,1088.257,.24557282,4431.5039,14947.3911401284,237635.882453334,7.2805815,1.8648294,Horn (2014),,.,
552,Jauf,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,28.110447,47.881858,Onshore,1983,Oil,Giant,1,625,29.6577778392368,.5646125000000001,1938,45,59,357197.69,5931.6763,.50509679,11743.643,129171.635311143,241309.051493334,4.5920887,4.8666401,Horn (2014),,.,
553,Milne Point,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Alaska,70.44686,-149.20862,Onshore,1969,Oil,Giant,1,529,2.2825,.0528546930500245,1871,87,116,108725.52,398.21896,.19991764,1991.915,1019900,4770808.46336,.039044902,.041752148,Horn (2014),,.,
554,Ara-Canadon Alfa,,B,CENTRAL AND SOUTH AMERICA,LAC,Argentina,Argentina,213,ARG,,-52.996081,-68.430358,Onshore,1971,Gas,Giant,1,532.6369999999999,2.625,.0579907012221471,1907,3,6,4330.6968,10.162576,.22155391,45.869541,33293.1990954881,178746.327507296,.030524479,.025661809,Horn (2014),,.,
555,Gudao,Shengli Complex,G,ASIA AND OCEANIA,EAP,China,China,924,CHN,,37.873608,118.801186,Onshore,1968,Oil,Giant,1,1104.633,2.195,.0520031595766798,1938,14,38,31885.094,681.05481,.19009274,3582.7502,70846.5350556503,134268.294375222,.96130997,2.6683517,Horn (2014),,.,
556,Guneshli,,D,EASTERN EUROPE AND FORMER USSR,ECA,Azerbaijan,Azerbaijan,912,AZE,,40.17111,51.1,Offshore,1979,Oil,Giant,1,762.067,28.11111107402377,.3773565288620104,1870,9,12,9676.9932,6557.4668,.38474527,17043.658,,,,,Horn (2014),,.,
557,Cerro Negro Area,Orinoco Belt Heavy Oil,B,CENTRAL AND SOUTH AMERICA,LAC,Venezuela,Venezuela,299,VEN,,8.416667,-63.55,Onshore,1939,Oil,Giant,1,521.223,,,1914,10,31,38589.008,,,,,,,,Horn (2014),,.,
558,Verkhne-Chona,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,60.272792,109.137631,Onshore,1978,Oil,Giant,1,1505.25,13.88333333333335,.2726843717716693,1893,116,158,358192.38,5366.1387,.35405782,15156.108,,,,,Horn (2014),,.,
559,Ha'py,,F,AFRICA,MNA,Egypt,Egypt,469,EGY,,31.916667,31.85,Offshore,1996,Gas,Giant,1,500,20.42,.474158333333334,1955,10,16,8978.1533,79.747833,.70896083,112.48553,67629.71698113211,108526.798673925,.11791833,.10364769,Horn (2014),https://www.woodmac.com/reports/upstream-oil-and-gas-ras-el-barr-hapy-553896,.,
560,Snapper,,G,ASIA AND OCEANIA,EAP,Australia,Australia,193,AUS,,-38.2,148,Offshore,1968,Gas,Giant,1,500,2.195,.0520031595766798,1964,7,32,5919.666,8.7463169,.19009274,46.010788,32665.4720573412,284765.576902118,.026775418,.016157426,Horn (2014),,.,
561,Bayu/Undan,,G,ASIA AND OCEANIA,EAP,Australia,Australia,193,AUS,,-11.09512,126.67546,Offshore,1995,Gas,Giant,1,966.667,17.18333333333333,.37825,1964,20,32,21182.289,106.74144,.7011227,152.24359,367216.364716365,688454.66751861,.029067725,.022113815,Horn (2014),https://www.offshore-technology.com/projects/bayu-undan/,.,
562,Bruce,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,59.716667,1.55,Offshore,1974,Gas,Giant,1,509.563,10.6737497138977,.1717,1965,12,23,9613.6387,29.235723,.27119011,107.80527,206131.369798971,1113696.18135163,.014183054,.0096799536,Horn (2014),,.,
563,Sunrise/Loxton Shoals/Sunset,,G,ASIA AND OCEANIA,EAP,Australia,Australia,193,AUS,,-9.509259,128.141617,Offshore,1975,Gas,Giant,1,575.833,10.7962500619888,.1795279552154058,1964,13,32,13132.391,34.044083,.29560795,115.16633,97171.9240748327,382246.591466222,.035034895,.030128805,Horn (2014),,.,
564,Snoehvit,,C,WESTERN EUROPE,ECA,Norway,Norway,142,NOR,,71.65000000000001,21.05,Offshore,1984,Gas,Giant,1,772,28.5574999915229,.5452750000000001,1969,16,28,42477.164,128.27129,.52635878,243.69554,62057.9550327758,222684.238990762,.20669596,.10943547,Horn (2014),https://en.wikipedia.org/wiki/Sn%C3%B8hvit,.,
565,Midgard,,C,WESTERN EUROPE,ECA,Norway,Norway,142,NOR,,65.083333,7.25,Offshore,1981,Gas,Giant,1,784.867,35.87888866000703,.5595833333333331,1969,13,28,39177.637,136.14774,.46076635,295.48108,63596.6547608677,201478.322266648,.21408002,.14665651,Horn (2014),https://www.norskpetroleum.no/en/facts/field/asgard/,.,
566,Goodwyn,,G,ASIA AND OCEANIA,EAP,Australia,Australia,193,AUS,,-19.7,115.9,Offshore,1981,Gas,Giant,1,830.398,35.87888866000703,.5595833333333331,1964,16,32,16236.455,141.73103,.46076635,307.59848,176643.445953791,454068.10556642,.08023566,.06774281,Horn (2014),http://abarrelfull.wikidot.com/goodwyn-a-gas-and-condensate-field,.,
567,Brecknock,,G,ASIA AND OCEANIA,EAP,Australia,Australia,193,AUS,,-14.333333,121.666667,Offshore,1979,Gas,Giant,1,940.333,28.11111107402377,.3773565288620104,1964,14,32,14072.724,104.41768,.38474527,271.39432,134712.029989776,426461.99527508,.077511773,.063638568,Horn (2014),,.,
568,Scott Reef,,G,ASIA AND OCEANIA,EAP,Australia,Australia,193,AUS,,-14,122,Offshore,1971,Gas,Giant,1,2179,2.625,.0579907012221471,1964,10,32,10081.166,29.129938,.22155391,131.48013,45149.5128233845,339767.692195329,.064518832,.038697068,Horn (2014),,.,
569,Abu Attifel,,F,AFRICA,MNA,Libya,Libya,672,LBY,,28.839772,22.118872,Onshore,1968,Oil,Giant,1,2311.31,2.195,.0520031595766798,1956,20,26,25876.426,1149.5435,.19009274,6047.2769,,,,,Horn (2014),,.,
570,Attahadi,,F,AFRICA,MNA,Libya,Libya,672,LBY,,29.75,19.833333,Onshore,1964,Oil,Giant,1,1866.667,2.1975,.0454027332005061,1956,16,26,19665.115,989.33606,.17168793,5762.4087,,,,,Horn (2014),,.,
571,Masrab,,F,AFRICA,MNA,Libya,Libya,672,LBY,,28.473008,21.822103,Onshore,1961,Oil,Giant,1,782.792,2.27,.0471557896901483,1956,12,26,13488.782,551.24408,.16356483,3370.187,,,,,Horn (2014),,.,
572,Sarir C,,F,AFRICA,MNA,Libya,Libya,672,LBY,,27.603217,22.464417,Onshore,1961,Oil,Giant,1,3014.627,2.27,.0471557896901483,1956,13,26,16503.408,1434.277,.16356483,8768.8594,,,,,Horn (2014),,.,
573,Oseberg,,C,WESTERN EUROPE,ECA,Norway,Norway,142,NOR,,60.55419,2.77732,Offshore,1979,Oil,Supergiant,2,6056.385,28.11111107402377,.3773565288620104,1969,10,28,31277.07,29022.008,.38474527,75431.75,53132.2446239213,189651.933743279,54.622211,39.773785,Horn (2014),,.,
574,Brent,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,61.0983,1.6917,Offshore,1971,Oil,Giant,1,599.41,2.625,.0579907012221471,1965,7,23,6757.0762,510.93616,.22155391,2306.1482,148113.89632514,1027831.87452351,.34496167,.22437018,Horn (2014),,.,
575,Beryl A,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,59.55,1.533333,Offshore,1972,Oil,Giant,1,500,2.69,.0622341088563481,1965,8,23,7257.0762,452.42621,.23099306,1958.6139,169965.034965035,1072048.68953207,.26618782,.18269822,Horn (2014),,.,
576,Block 16/26 Alba,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,58.083333,1.1,Offshore,1977,Gas,Giant,1,700,13.43041669527685,.2194379215793447,1965,19,23,14480.905,48.438202,.33047032,146.57353,263066.457352172,1156715.47807517,.018412914,.012671528,Horn (2014),,.,
577,Placid,,C,WESTERN EUROPE,ECA,Netherlands,Netherlands,138,NLD,,53.483333,4.183333,Offshore,1970,Gas,Giant,1,583.333,2.280416666666665,.0524635308616226,1959,3,3,8344.6133,10.032751,.21080926,47.591606,38164.71686857,319699.56207753,.026288027,.014886353,Horn (2014),,.,
578,Guara East,,B,CENTRAL AND SOUTH AMERICA,LAC,Venezuela,Venezuela,299,VEN,,8.949999999999999,-63.983333,Onshore,1942,Oil,Giant,1,630,,,1914,13,31,42142.199,,,,,,,,Horn (2014),,.,
579,Urdaneta,,B,CENTRAL AND SOUTH AMERICA,LAC,Venezuela,Venezuela,299,VEN,,10.1,-71.833333,Offshore,1955,Oil,Giant,1,1000,2.375,.017,1914,20,31,48756.969,686.57513,.14622241,4695.4165,,,,,Horn (2014),,.,
580,July,,F,AFRICA,MNA,Egypt,Egypt,469,EGY,,28.25,33.233333,Offshore,1967,Oil,Giant,1,750,2.17833333333333,.0524150269837014,1955,5,16,6127.6528,502.89435,.18329984,2743.5613,5605.48429898275,23036.258304,8.9714699,11.909752,Horn (2014),,.,
581,Oficina,Fria; Guico,B,CENTRAL AND SOUTH AMERICA,LAC,Venezuela,Venezuela,299,VEN,,8.866667,-64.3,Onshore,1937,Oil,Giant,1,960,,,1914,9,31,38067.785,,,,,,,,Horn (2014),,.,
582,La Brea,"Parinas,Talara",B,CENTRAL AND SOUTH AMERICA,LAC,Peru,Peru,293,PER,,-4.71667,-81.26667,Onshore,1868,Oil,Giant,1,3500,,,1868,1,4,3500,,,,,,,,Horn (2014),,.,
583,Magnus,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,61.616667,1.283333,Offshore,1974,Oil,Giant,1,565,10.6737497138977,.1717,1965,13,23,10178.639,1999.2419,.27119011,7372.105,206131.369798971,1113696.18135163,.96988726,.6619494,Horn (2014),,.,
584,Piper,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,58.466667,.266667,Offshore,1973,Oil,Giant,1,837,3.34,.0767980715665424,1965,10,23,8594.0762,850.73578,.24557282,3464.2913,192537.971582558,1141823.80459066,.44185349,.3033998,Horn (2014),,.,
585,Thistle,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,61.366667,1.583333,Offshore,1973,Oil,Giant,1,510,3.34,.0767980715665424,1965,11,23,9104.0762,569.02594,.24557282,2317.1372,192537.971582558,1141823.80459066,.29553959,.202933,Horn (2014),,.,
586,Block 30/3,,C,WESTERN EUROPE,ECA,Norway,Norway,142,NOR,,60.45,2.65,Offshore,1981,Oil,Giant,1,500,35.87888866000703,.5595833333333331,1969,14,28,39677.637,6034.4053,.46076635,13096.454,63596.6547608677,201478.322266648,9.4885578,6.5001802,Horn (2014),http://abarrelfull.wikidot.com/huldra-gas-and-condensate-field,.,
587,Gullfaks,Statvik,C,WESTERN EUROPE,ECA,Norway,Norway,142,NOR,,61,2,Offshore,1978,Oil,Supergiant,2,5437.98,13.88333333333335,.2726843717716693,1969,9,28,25220.686,13289.313,.35405782,37534.301,46523.09100967131,181706.786074728,28.564981,20.656521,Horn (2014),,.,
588,Ninian,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,60.8,1.483333,Offshore,1974,Oil,Giant,1,1100,10.6737497138977,.1717,1965,14,23,11278.639,3301.9238,.27119011,12175.68,206131.369798971,1113696.18135163,1.6018541,1.0932676,Horn (2014),,.,
589,Lagunillas,Bolivar Coastal Complex,B,CENTRAL AND SOUTH AMERICA,LAC,Venezuela,Venezuela,299,VEN,,10.290994,-71.305317,Onshore,1926,Oil,Supergiant,2,6393,,,1914,5,31,9320.5117,,,,,,,,Horn (2014),,.,
590,Masila Complex,,E,MIDDLE EAST,MNA,Yemen,Yemen,474,YEM,,15.595275,49.082597,Onshore,1990,Oil,Giant,1,900,22.87916666666667,.3840583333333331,1985,3,3,2633.333,6136.46,.62537724,9812.4131,5647.119229007631,11726.4690332757,108.66531,83.677475,Horn (2014),,.,
591,Algyo,,D,EASTERN EUROPE AND FORMER USSR,ECA,Hungary,Hungary,944,HUN,,46.333333,20.25,Offshore,1965,Gas,Giant,1,815,2.17,.0485151189433319,1965,1,1,815,12.125209,.17446828,69.49807,,,,,Horn (2014),,.,
592,Bakhar,,D,EASTERN EUROPE AND FORMER USSR,ECA,Azerbaijan,Azerbaijan,912,AZE,,40.15,50.1,Offshore,1968,Gas,Giant,1,583.333,2.195,.0520031595766798,1870,8,12,8914.9258,9.9447136,.19009274,52.315063,,,,,Horn (2014),,.,
593,Kenai,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Alaska,60.288622,-151.276275,Onshore,1959,Gas,Giant,1,523.333,2.5275,.0221,1871,82,116,86795.195,3.8288028,.16262439,23.543842,,,,,Horn (2014),,.,
594,Tiger Shoal,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Louisiana,29.333333,-92,Offshore,1958,Gas,Giant,1,530,2.569166666666665,.0204,1871,81,116,86271.859,3.5634811,.1595618,22.332922,,,,,Horn (2014),,.,
595,Vermilion Block 14,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Louisiana,29.5,-92.25,Offshore,1956,Gas,Giant,1,500,2.375,.0187,1871,79,116,85217.195,3.1451192,.15072045,20.867237,,,,,Horn (2014),,.,
596,Vermilion Block 39,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Louisiana,29.333333,-92.25,Offshore,1949,Gas,Giant,1,515,,,1871,70,116,75029.164,,,,,,,,Horn (2014),,.,
597,Mata,Pirital; Jusepin; Mulata; Muri; Tacat,B,CENTRAL AND SOUTH AMERICA,LAC,Venezuela,Venezuela,299,VEN,,9.663192,-63.77157,Onshore,1954,Gas,Giant,1,583.333,2.375,.017,1914,19,31,47756.969,3.2509587,.14480948,22.449902,,,,,Horn (2014),,.,
598,B Structure,,G,ASIA AND OCEANIA,EAP,Thailand,Thailand,578,THA,,8.083333,102.283333,Offshore,1973,Gas,Giant,1,1215,3.34,.0767980715665424,1973,2,4,1984.173,25.496599,.24557282,103.825,10838.5873577466,41321.7716500863,.23523913,.2512598,Horn (2014),,.,
599,Moran,,G,ASIA AND OCEANIA,SAR,India,India,534,IND,,27.333333,95.166667,Onshore,1956,Gas,Supergiant,2,8043,2.375,.0187,1953,2,9,8543,23.552917,.15072045,156.26889,,,,,Horn (2014),,.,
600,Pledger,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,29.0887,-96.07576899999999,Onshore,1932,Gas,Giant,1,500,,,1871,42,116,49523.883,,,,,,,,Horn (2014),,.,
601,Reynosa,Hidalgo; Klump,A,NORTH AMERICA,LAC,Mexico,Mexico,273,MEX,Mexico - Tamaulipas,26,-98,Onshore,1949,Gas,Giant,1,583.333,,,1901,4,23,4804.333,,,,,,,,Horn (2014),,.,
602,Maui,,G,ASIA AND OCEANIA,EAP,New Zealand,New Zealand,196,NZL,,-39.666667,173.316667,Offshore,1969,Gas,Giant,1,956.667,2.2825,.0528546930500245,1969,1,1,956.66699,14.805582,.19991764,74.058403,5761.58876169421,,.25697047,,Horn (2014),,.,
603,Opon,,B,CENTRAL AND SOUTH AMERICA,LAC,Colombia,Colombia,233,COL,,6.416667,-73.86666700000001,Onshore,1956,Gas,Giant,1,666.667,2.375,.0187,1918,2,8,1166.667,3.9989414,.15072045,26.532175,,,,,Horn (2014),,.,
604,Sleipner,,C,WESTERN EUROPE,ECA,Norway,Norway,142,NOR,,58.366667,1.916667,Offshore,1974,Gas,Giant,1,1492.736,10.6737497138977,.1717,1969,7,28,10352.798,65.973076,.27119011,243.27243,27145.6938101341,151216.171096098,.2430333,.16087726,Horn (2014),,.,
605,Hewett,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,53.066667,1.666667,Offshore,1966,Gas,Giant,1,583.333,2.14833333333333,.0497189365367337,1965,2,23,1083.333,9.5078945,.17915867,53.069687,107090.721447057,862567.488917333,.0088783549,.0061525255,Horn (2014),,.,
606,Audrey,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,53.7,1.133333,Offshore,1976,Gas,Giant,1,500,12.13750005722045,.1968554638088303,1965,18,23,13780.905,33.108765,.31168446,106.22527,232614.555256065,1129131.79787513,.014233316,.0094076945,Horn (2014),,.,
607,Indefatigable,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,53.4,2.516667,Offshore,1966,Gas,Giant,1,731,2.14833333333333,.0497189365367337,1965,3,23,1814.333,11.288355,.17915867,63.007584,107090.721447057,862567.488917333,.010540927,.0073046554,Horn (2014),,.,
608,Leman,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,53.083333,2.133333,Offshore,1966,Gas,Giant,1,1843.333,2.14833333333333,.0497189365367337,1965,4,23,3657.666,22.185383,.17915867,123.83092,107090.721447057,862567.488917333,.020716438,.014356084,Horn (2014),,.,
609,Brea,Olinda; Sansinena,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,33.916643,-117.899166,Onshore,1884,Oil,Giant,1,525.3579999999999,,,1871,3,116,1697.358,,,,,,,,Horn (2014),,.,
610,Santa Fe Springs,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,33.916667,-118,Onshore,1919,Oil,Giant,1,772.722,,,1871,15,116,15724.76,,,,,,,,Horn (2014),,.,
611,Ventura Avenue,Rincon,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,34.320294,-119.381514,Onshore,1916,Oil,Giant,1,1417.044,,,1871,14,116,14952.038,,,,,,,,Horn (2014),,.,
612,Soldado Main,,B,CENTRAL AND SOUTH AMERICA,LAC,Trinidad and Tobago,Trinidad and Tobago,369,TTO,,10.2,-61.983333,Offshore,1954,Oil,Giant,1,500,2.375,.017,1913,2,5,1010,399.44693,.14480948,2758.4307,,,,,Horn (2014),,.,
613,Cheleken,,D,EASTERN EUROPE AND FORMER USSR,ECA,Turkmenistan,Turkmenistan,925,TKM,,39.333333,53.166667,Onshore,1965,Oil,Giant,1,640,2.17,.0485151189433319,1956,5,16,4099.2388,440.75125,.17446828,2526.2544,,,,,Horn (2014),,.,
614,Kotur-Tepe,Leninskoye,D,EASTERN EUROPE AND FORMER USSR,ECA,Turkmenistan,Turkmenistan,925,TKM,,39.373933,53.770817,Onshore,1956,Oil,Giant,1,1710,2.375,.0187,1956,3,16,2944.239,1004.8567,.15072045,6667.0229,,,,,Horn (2014),,.,
615,Bibieibatskoye,Bibi Eybat,D,EASTERN EUROPE AND FORMER USSR,ECA,Azerbaijan,Azerbaijan,912,AZE,,40.166667,50.333333,Offshore,1871,Oil,Giant,1,2000,,,1870,2,12,2900,,,,,,,,Horn (2014),,.,
616,Karachukhur-Zykh,,D,EASTERN EUROPE AND FORMER USSR,ECA,Azerbaijan,Azerbaijan,912,AZE,,40.382256,50.082331,Onshore,1928,Oil,Giant,1,600,,,1870,4,12,5900,,,,,,,,Horn (2014),,.,
617,Neft Dashlary and Neftyanyye Kamni,,D,EASTERN EUROPE AND FORMER USSR,ECA,Azerbaijan,Azerbaijan,912,AZE,,40.216667,50.816667,Offshore,1949,Oil,Giant,1,1200,,,1870,5,12,7100,,,,,,,,Horn (2014),,.,
618,Surakhanskoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Azerbaijan,Azerbaijan,912,AZE,,40.428792,50.009222,Onshore,1870,Oil,Giant,1,900,,,1870,1,12,900,,,,,,,,Horn (2014),,.,
619,South Pass Block 27,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Louisiana,28.969739,-89.29167700000001,Offshore,1954,Oil,Giant,1,520,2.375,.017,1871,77,116,80217.195,409.76114,.14480948,2829.6567,,,,,Horn (2014),,.,
620,Grand Isle Block 43,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Louisiana,28.916667,-90,Offshore,1956,Oil,Giant,1,524.667,2.375,.0187,1871,80,116,85741.859,412.14789,.15072045,2734.5188,,,,,Horn (2014),,.,
621,South Pass Block 24,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Louisiana,29.011319,-89.29325300000001,Offshore,1950,Oil,Giant,1,601.667,2.14,.0119,1871,74,116,78045.195,417.55347,.12719883,3282.6833,,,,,Horn (2014),,.,
622,Elk Hills,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,35.152842,-119.36575,Onshore,1919,Oil,Giant,1,1647,,,1871,16,116,17371.76,,,,,,,,Horn (2014),,.,
623,Huntington Beach,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,33.637075,-117.959181,Onshore,1920,Oil,Giant,1,1273.155,,,1871,17,116,18644.914,,,,,,,,Horn (2014),,.,
624,Long Beach Unit,Long Beach Unit of the East Wilmington Field,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,33.833333,-118.166667,Onshore,1921,Oil,Giant,1,1124.558,,,1871,19,116,20316.168,,,,,,,,Horn (2014),,.,
625,Wilmington,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,33.774814,-118.233272,Onshore,1932,Oil,Giant,1,3006.491,,,1871,43,116,52530.375,,,,,,,,Horn (2014),,.,
626,Ardjuna B,,G,ASIA AND OCEANIA,EAP,Indonesia,Indonesia,536,IDN,,-5.9,107.7,Offshore,1969,Oil,Giant,1,698.333,2.2825,.0528546930500245,1940,5,21,7813.7031,503.05334,.19991764,2516.303,8337.42331288344,82409.488384,6.033679,3.0534141,Horn (2014),,.,
627,Handil,,G,ASIA AND OCEANIA,EAP,Indonesia,Indonesia,536,IDN,,-.833306,117.268347,Onshore,1974,Oil,Giant,1,800,10.6737497138977,.1717,1940,11,21,20720.543,2632.5894,.27119011,9707.542,25802.4096385542,118145.693216164,10.202882,8.2165852,Horn (2014),,.,
628,El Morgan,,F,AFRICA,MNA,Egypt,Egypt,469,EGY,,28.233333,33.433333,Offshore,1965,Oil,Giant,1,1500,2.17,.0485151189433319,1955,4,16,5377.6528,836.6651,.17446828,4795.5142,4948.66754041066,21754.4209355267,16.906876,22.043859,Horn (2014),,.,
629,Seria,,G,ASIA AND OCEANIA,EAP,Brunei,Brunei Darussalam,516,BRN,,4.622072,114.343686,Onshore,1929,Oil,Giant,1,2063.333,,,1929,1,3,2063.333,,,,,,,,Horn (2014),,.,
630,Borregos-Seeligson,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,27.331078,-98.029758,Onshore,1937,Oil,Giant,1,688.905,,,1871,57,116,65852.758,,,,,,,,Horn (2014),,.,
631,Hastings,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,29.576536,-95.16817500000001,Onshore,1934,Oil,Giant,1,710.2910000000001,,,1871,49,116,57795.73,,,,,,,,Horn (2014),,.,
