dt,temp
1990-12-01,14.466114285714283
1991-01-01,14.458099999999998
1991-02-01,14.441342857142855
1991-03-01,14.416785714285712
1991-04-01,14.398628571428569
1991-05-01,14.390842857142855
1991-06-01,14.394071428571428
1991-07-01,14.41012857142857
1991-08-01,14.436471428571426
1991-09-01,14.470071428571426
1991-10-01,14.4972
1991-11-01,14.512357142857143
1991-12-01,14.512471428571427
1992-01-01,14.504028571428572
1992-02-01,14.483942857142859
1992-03-01,14.459528571428573
1992-04-01,14.438528571428574
1992-05-01,14.427557142857145
1992-06-01,14.427285714285718
1992-07-01,14.438514285714291
1992-08-01,14.459742857142862
1992-09-01,14.486257142857147
1992-10-01,14.50954285714286
1992-11-01,14.518985714285717
1992-12-01,14.517585714285715
1993-01-01,14.508371428571431
1993-02-01,14.488500000000004
1993-03-01,14.462357142857146
1993-04-01,14.437885714285718
1993-05-01,14.422271428571433
1993-06-01,14.42034285714286
1993-07-01,14.430128571428575
1993-08-01,14.45031428571429
1993-09-01,14.478371428571434
1993-10-01,14.500300000000005
1993-11-01,14.508300000000006
1993-12-01,14.50622857142858
1994-01-01,14.492085714285722
1994-02-01,14.464614285714294
1994-03-01,14.436357142857151
1994-04-01,14.412214285714292
1994-05-01,14.39818571428572
1994-06-01,14.396828571428578
1994-07-01,14.406157142857152
1994-08-01,14.426914285714295
1994-09-01,14.459057142857151
1994-10-01,14.486385714285722
1994-11-01,14.505671428571437
1994-12-01,14.506842857142868
1995-01-01,14.498285714285723
1995-02-01,14.482714285714295
1995-03-01,14.460685714285725
1995-04-01,14.442585714285723
1995-05-01,14.428985714285725
1995-06-01,14.42965714285715
1995-07-01,14.443142857142865
1995-08-01,14.467914285714293
1995-09-01,14.499842857142868
1995-10-01,14.525857142857152
1995-11-01,14.540757142857151
1995-12-01,14.540642857142863
1996-01-01,14.523014285714293
1996-02-01,14.500257142857151
1996-03-01,14.47172857142858
1996-04-01,14.448314285714297
1996-05-01,14.431942857142868
1996-06-01,14.42924285714287
1996-07-01,14.4408142857143
1996-08-01,14.463971428571444
1996-09-01,14.490642857142873
1996-10-01,14.512614285714301
1996-11-01,14.526642857142873
1996-12-01,14.52662857142859
1997-01-01,14.514614285714304
1997-02-01,14.490314285714302
1997-03-01,14.464828571428587
1997-04-01,14.440000000000014
1997-05-01,14.4246142857143
1997-06-01,14.425371428571443
1997-07-01,14.435500000000015
1997-08-01,14.458957142857159
1997-09-01,14.490971428571441
1997-10-01,14.520485714285728
1997-11-01,14.537700000000015
1997-12-01,14.541414285714298
1998-01-01,14.532300000000014
1998-02-01,14.518300000000016
1998-03-01,14.4961142857143
1998-04-01,14.479485714285731
1998-05-01,14.474342857142874
1998-06-01,14.48232857142859
1998-07-01,14.503914285714304
1998-08-01,14.53585714285716
1998-09-01,14.571100000000017
1998-10-01,14.599571428571446
1998-11-01,14.615014285714304
1998-12-01,14.618914285714302
1999-01-01,14.608871428571446
1999-02-01,14.59172857142859
1999-03-01,14.565157142857164
1999-04-01,14.542514285714306
1999-05-01,14.529157142857164
1999-06-01,14.530828571428595
1999-07-01,14.544400000000023
1999-08-01,14.56744285714288
1999-09-01,14.60061428571431
1999-10-01,14.628000000000025
1999-11-01,14.643557142857166
1999-12-01,14.649657142857164
2000-01-01,14.63734285714288
2000-02-01,14.61764285714288
2000-03-01,14.59361428571431
2000-04-01,14.572257142857165
2000-05-01,14.559728571428593
2000-06-01,14.560957142857164
2000-07-01,14.572457142857166
2000-08-01,14.594914285714307
2000-09-01,14.623585714285737
2000-10-01,14.64710000000002
2000-11-01,14.658657142857162
2000-12-01,14.65325714285716
2001-01-01,14.641971428571447
2001-02-01,14.618985714285731
2001-03-01,14.595128571428589
2001-04-01,14.57250000000002
2001-05-01,14.559057142857162
2001-06-01,14.55772857142859
2001-07-01,14.570942857142876
2001-08-01,14.592485714285736
2001-09-01,14.621928571428594
2001-10-01,14.64941428571431
2001-11-01,14.669114285714308
2001-12-01,14.671057142857165
2002-01-01,14.663885714285733
