37.4303741,47.744924,0
37.4544438,47.769851,0
37.4336613,47.7481754,0
37.4878994,47.8017729,0
37.5183095,47.8551483,0
37.5180257,47.9103499,0
37.5023332,47.9375745,0
37.512356,47.9533764,0
37.5477132,47.9694658,0
37.523679,47.9996934,0
37.5647227,48.0269496,0
37.5911809,48.0395515,0
37.6092048,48.0474124,0
37.6215152,48.0534984,0
37.6353003,48.0656348,0
37.649128,48.0675479,0
37.6548378,48.0757385,0
37.6978474,48.0777254,0
37.749615,48.0920446,0
37.7677145,48.0982275,0
37.7923357,48.1288568,0
37.7853946,48.1793938,0
37.7852229,48.1793938,0
37.7738776,48.196663,0
37.7322319,48.2033696,0
37.7320602,48.2033696,0
37.7258225,48.2101923,0
37.7553921,48.2562778,0
37.7581625,48.2912274,0
37.8797409,48.2938593,0
37.8804341,48.2950638,0
37.8927009,48.3437099,0
37.9468442,48.3681862,0
37.9644929,48.3840676,0
37.963014,48.3974714,0
37.9688825,48.4055384,0
37.9826154,48.4022905,0
37.9683331,48.4299456,0
37.991649,48.4450337,0
38.0061549,48.4516437,0
38.0043446,48.4687194,0
38.0185882,48.4993977,0
38.0313056,48.4923066,0
38.0551937,48.5038109,0
38.0690983,48.5106347,0
38.0920909,48.5204703,0
38.0972243,48.5256432,0
38.0944615,48.5328624,0
38.0840408,48.5548745,0
38.0602545,48.5557866,0
38.0361183,48.568623,0
38.0169526,48.5728966,0
38.009343,48.5996741,0
38.0389433,48.6212673,0
38.0460597,48.6315469,0
38.0539565,48.6386122,0
38.0750991,48.6599584,0
38.0843418,48.6682249,0
38.0842079,48.6753147,0
38.0871942,48.6812247,0
38.0773154,48.6904389,0
38.117095,48.6996595,0
38.1436807,48.7108393,0
38.1510281,48.7054696,0
38.1517776,48.7458031,0
38.1972926,48.7378201,0
38.2296439,48.7564696,0
38.2294722,48.7564696,0
38.2524573,48.8113963,0
38.1977532,48.8045426,0
38.2002222,48.8143096,0
38.1930834,48.8230537,0
38.2228879,48.8404018,0
38.2006836,48.8623301,0
38.2195728,48.8795079,0
38.274642,48.9207808,0
38.2462993,48.9376846,0
38.2537159,48.970016,0
38.2414576,49.0026611,0
38.2443006,49.022242,0
38.2036156,49.0235767,0
38.1642709,49.0293776,0
38.1476915,49.0099816,0
38.1112147,49.0004876,0
